(17.7965,19.4622,50)
(17.7965,19.4622,50.018)
(17.7965,19.4622,50.05)
(17.7965,19.4622,50.05)
(17.6683,19.5693,92.0896)
(17.6427,19.5924,100.736)
(17.6397,19.6031,102.95)
(17.6387,19.6139,104.722)
(17.6413,19.6203,105.552)
(17.6435,19.6242,106.08)
(17.6519,19.6349,107.68)
(17.6752,19.6626,113.718)
(17.6635,19.6611,117.666)
(17.6547,19.652,119.748)
(17.633,19.6429,123.826)
(17.624,19.6443,125.658)
(17.6062,19.6423,130.11)
(17.6052,19.6423,130.488)
(17.6038,19.6423,130.855)
(17.602,19.6424,131.427)
(17.5925,19.6445,133.205)
(17.5846,19.6504,135.464)
(17.5821,19.6547,136.217)
(17.5719,19.6791,139.391)
(17.5695,19.6826,139.932)
(17.5672,19.6846,140.531)
(17.5625,19.6865,141.581)
(17.5503,19.6906,143.822)
(17.5488,19.6905,144.203)
(17.5452,19.6918,145.1)
(17.524,19.6984,149.35)
(17.5017,19.6546,172.231)
(17.497,19.6463,176.436)
(17.4747,19.6023,197.586)
(17.4722,19.5975,200)
(17.4722,19.5975,200.018)
(17.4722,19.5974,200.05)
(17.4722,19.5974,200.05)
(17.4674,19.5407,229.169)
(17.4704,19.5027,250)
(17.4704,19.5027,250.018)
(17.4704,19.5026,250.05)
(17.4704,19.5026,250.05)
(2.13139,36.5217,-1.01)
(2.13139,36.5217,-0.99)
(2.13143,36.5217,1.11022e-16)
(2.13143,36.5217,0.018)
(2.13142,36.5217,0.05)
(2.13142,36.5217,0.050001)
(2.14329,36.5247,6.74233)
(2.17062,36.5322,21.0211)
(2.1868,36.5367,29.9399)
(2.20462,36.5429,39.826)
(2.22315,36.5501,50)
(2.22319,36.5501,50.018)
(2.22326,36.5501,50.05)
(2.22326,36.5501,50.05)
(2.2398,36.5603,57.7686)
(2.2789,36.5838,75.4519)
(2.3235,36.6039,95.0901)
(2.3259,36.5938,98.3401)
(2.3186,36.5848,102.348)
(2.31796,36.5851,102.676)
(2.31604,36.5862,103.361)
(2.30853,36.5881,104.736)
(2.3064,36.5879,105.093)
(2.29988,36.5862,105.89)
(2.26269,36.5801,111.814)
(2.2595,36.5807,112.957)
(2.25972,36.5804,113.537)
(2.261,36.5795,114.146)
(2.26106,36.5795,114.171)
(2.26207,36.5729,116.867)
(2.28491,36.5763,124.575)
(2.29426,36.5723,125.604)
(2.30264,36.569,126.367)
(2.37305,36.5562,133.53)
(2.38336,36.5548,134.861)
(2.38718,36.5532,135.494)
(2.39505,36.549,136.787)
(2.41099,36.532,139.893)
(2.41906,36.5213,141.339)
(2.42246,36.5172,142.006)
(2.45426,36.4829,145.735)
(2.46975,36.4673,147.372)
(2.47328,36.4619,147.822)
(2.4788,36.4549,148.445)
(2.49583,36.4363,150.353)
(2.5079,36.4223,151.903)
(2.5327,36.3974,154.893)
(2.59177,36.3671,167.194)
(2.75144,36.2875,200)
(2.75153,36.2875,200.018)
(2.75166,36.2874,200.05)
(2.75166,36.2874,200.05)
(2.94328,36.2207,236.922)
(2.99254,36.2043,246.119)
(3.01366,36.1974,250)
(3.01376,36.1973,250.018)
(3.01396,36.1973,250.05)
(3.01396,36.1973,250.05)
(-6.29399,-0.274604,-1.06758)
(-6.294,-0.274604,-1.01)
(-6.294,-0.274604,-0.99)
(-6.29408,-0.274605,1.11022e-16)
(-6.29409,-0.274604,0.018)
(-6.29409,-0.274593,0.05)
(-6.29409,-0.274593,0.050001)
(-6.31452,-0.262594,21.5167)
(-6.33348,-0.246694,42.2233)
(-6.34169,-0.239908,50)
(-6.34171,-0.239894,50.018)
(-6.34174,-0.239886,50.05)
(-6.34174,-0.239886,50.05)
(-6.42632,-0.25834,95.6964)
(-6.43367,-0.268848,99.1108)
(-6.44036,-0.283975,107.467)
(-6.43789,-0.283905,108.308)
(-6.43555,-0.282675,108.89)
(-6.43479,-0.282162,109.087)
(-6.42965,-0.277312,110.511)
(-6.42507,-0.272965,111.504)
(-6.40039,-0.252888,115.133)
(-6.39298,-0.245587,116.494)
(-6.38328,-0.237317,118.245)
(-6.38206,-0.236442,118.451)
(-6.37664,-0.230595,119.665)
(-6.37605,-0.229604,119.826)
(-6.35987,-0.206448,122.69)
(-6.35373,-0.178827,124.536)
(-6.33345,-0.0688417,131.601)
(-6.31082,0.105476,138.375)
(-6.31058,0.107215,138.443)
(-6.30856,0.122124,139.014)
(-6.30199,0.160684,140.513)
(-6.30056,0.181011,141.302)
(-6.29979,0.189007,141.609)
(-6.26932,0.314403,146.703)
(-6.26341,0.344369,147.816)
(-6.25894,0.364817,148.575)
(-6.25254,0.392333,149.652)
(-6.22455,0.503692,154.347)
(-6.14516,0.942318,172.399)
(-6.02269,1.61416,200)
(-6.02261,1.61459,200.018)
(-6.02246,1.61538,200.05)
(-6.02246,1.61538,200.05)
(-6.01332,1.66103,201.933)
(-5.77713,2.82607,250)
(-5.77704,2.8265,250.018)
(-5.77689,2.82727,250.05)
(-5.77689,2.82727,250.05)
(-28.5689,32.7549,-1.01)
(-28.5689,32.7549,-0.99)
(-28.5689,32.755,1.11022e-16)
(-28.5689,32.755,0.018)
(-28.5689,32.755,0.05)
(-28.5689,32.755,0.050001)
(-28.5892,32.767,40.522)
(-28.593,32.7676,46.4919)
(-28.5952,32.7681,50)
(-28.5952,32.7681,50.018)
(-28.5952,32.7681,50.0478)
(-28.5952,32.7681,50.05)
(-28.5952,32.7681,50.05)
(-28.562,32.7841,115.823)
(-28.5667,32.7852,118.335)
(-28.5698,32.7851,119.251)
(-28.5725,32.7857,119.745)
(-28.5817,32.787,121.192)
(-28.5974,32.7879,123.352)
(-28.6368,32.8083,127.728)
(-28.6381,32.8091,127.837)
(-28.6428,32.8116,128.206)
(-28.6683,32.8244,130.114)
(-28.6728,32.8269,130.442)
(-28.6905,32.8351,131.863)
(-28.6983,32.8397,132.567)
(-28.7111,32.8474,133.699)
(-28.7741,32.8857,140.993)
(-28.8769,32.9486,152.921)
(-29.1376,33.1094,183.888)
(-29.2703,33.1937,200)
(-29.2704,33.1937,200.018)
(-29.2707,33.1939,200.05)
(-29.2707,33.1939,200.05)
(-29.3364,33.235,209.231)
(-29.6258,33.402,250)
(-29.6259,33.4021,250.018)
(-29.6261,33.4022,250.05)
(-29.6261,33.4022,250.05)
(-22.0604,-9.9771,-1.01)
(-22.0604,-9.9771,-0.99)
(-22.0604,-9.97722,-1.11022e-16)
(-22.0604,-9.97722,0.018)
(-22.0604,-9.97723,0.05)
(-22.0604,-9.97723,0.050001)
(-22.0646,-9.9737,46.1583)
(-22.0645,-9.9741,49.6783)
(-22.0645,-9.97413,50)
(-22.0645,-9.97413,50.018)
(-22.0645,-9.97413,50.05)
(-22.0645,-9.97413,50.05)
(-22.0698,-9.9693,57.8398)
(-22.0728,-9.96621,62.6997)
(-22.0988,-9.93859,104.711)
(-22.0992,-9.93823,105.065)
(-22.1093,-9.92755,108.005)
(-22.1259,-9.91822,110.673)
(-22.14,-9.89243,115.737)
(-22.1405,-9.88943,116.143)
(-22.2025,-9.82524,124.837)
(-22.2096,-9.8219,125.552)
(-22.2139,-9.82022,125.973)
(-22.231,-9.81523,127.471)
(-22.248,-9.81063,128.93)
(-22.2915,-9.79079,133.291)
(-22.3096,-9.78041,135.428)
(-22.3183,-9.77537,136.45)
(-22.3204,-9.77334,136.761)
(-22.3214,-9.77201,136.921)
(-22.3407,-9.74305,140.841)
(-22.3469,-9.73908,142.202)
(-22.35,-9.73657,143.041)
(-22.3588,-9.73223,145.002)
(-22.4823,-9.61998,185.531)
(-22.5167,-9.59273,195.408)
(-22.5331,-9.57978,200)
(-22.5331,-9.57974,200.014)
(-22.5331,-9.57972,200.018)
(-22.5332,-9.57962,200.05)
(-22.5332,-9.57962,200.05)
(-22.6294,-9.42584,250)
(-22.6294,-9.42579,250.018)
(-22.6294,-9.42571,250.05)
(-22.6294,-9.42571,250.05)
(14.5106,-10.5892,-1.01)
(14.5106,-10.5892,-0.99)
(14.5107,-10.5892,0)
(14.5107,-10.5892,0.018)
(14.5107,-10.5892,0.05)
(14.5107,-10.5892,0.050001)
(14.5199,-10.5817,50)
(14.5199,-10.5817,50.018)
(14.5199,-10.5817,50.05)
(14.5199,-10.5817,50.05)
(14.5201,-10.5857,68.1439)
(14.524,-10.5951,98.7502)
(14.5252,-10.5981,101.481)
(14.5266,-10.5944,103.722)
(14.527,-10.5912,104.831)
(14.5259,-10.5896,105.8)
(14.5262,-10.5884,107.38)
(14.5342,-10.5953,112.893)
(14.5436,-10.597,113.917)
(14.5732,-10.5949,117.021)
(14.5866,-10.5983,118.4)
(14.614,-10.6037,120.579)
(14.6183,-10.6045,120.877)
(14.6475,-10.6087,122.772)
(14.6761,-10.6108,124.529)
(14.7406,-10.5932,129.895)
(14.7649,-10.5704,133.374)
(14.7657,-10.5698,133.487)
(14.7674,-10.5677,133.814)
(14.7729,-10.5632,134.855)
(14.7754,-10.5597,135.633)
(14.7784,-10.5561,136.472)
(14.7795,-10.5543,136.724)
(14.7865,-10.5438,138.582)
(14.7874,-10.5428,138.869)
(14.7886,-10.5422,139.247)
(14.7899,-10.5418,139.533)
(14.7916,-10.5406,140.047)
(14.7918,-10.5402,140.15)
(14.793,-10.537,140.934)
(14.7986,-10.5251,143.27)
(14.8019,-10.5184,145.076)
(14.8136,-10.4988,151.087)
(14.8292,-10.4852,155.067)
(14.8514,-10.4647,160.886)
(14.8803,-10.4383,168.582)
(14.9778,-10.343,196.178)
(14.9862,-10.335,198.485)
(14.9917,-10.3298,200)
(14.9918,-10.3297,200.018)
(14.9919,-10.3296,200.05)
(14.9919,-10.3296,200.05)
(15.123,-10.233,227.901)
(15.1595,-10.2061,235.387)
(15.2319,-10.1531,250)
(15.232,-10.1531,250.018)
(15.2322,-10.153,250.05)
(15.2322,-10.153,250.05)
(5.02255,9.69605,-1.01)
(5.02255,9.69605,-0.99)
(5.02256,9.69606,1.11022e-16)
(5.02256,9.69606,0.018)
(5.02256,9.69604,0.05)
(5.02256,9.69604,0.050001)
(5.0217,9.68954,5.59696)
(5.01461,9.63919,50)
(5.0146,9.63916,50.018)
(5.01461,9.63909,50.05)
(5.01461,9.63909,50.05)
(5.012,9.62594,54.1164)
(4.98365,9.4844,95.4168)
(4.99926,9.46954,101.339)
(5.01288,9.46433,103.374)
(5.05014,9.46225,107.896)
(5.0737,9.45378,110.605)
(5.09189,9.44507,112.202)
(5.09278,9.44477,112.277)
(5.1121,9.43842,113.947)
(5.12683,9.43465,114.788)
(5.15007,9.42865,116.216)
(5.19972,9.41355,119.15)
(5.30879,9.38954,125.096)
(5.32218,9.38492,126.087)
(5.32953,9.38304,126.641)
(5.34987,9.37644,128.103)
(5.41209,9.34869,133.012)
(5.43853,9.33397,135.115)
(5.45848,9.32258,136.676)
(5.46225,9.31973,136.989)
(5.46366,9.31889,137.103)
(5.46916,9.31552,137.577)
(5.49302,9.30319,139.512)
(5.54483,9.28978,142.678)
(5.55918,9.28103,143.695)
(5.57284,9.27231,144.776)
(5.60688,9.24852,147.725)
(5.62886,9.22207,150.067)
(5.66566,9.17538,154.46)
(6.26616,8.64853,200)
(6.2664,8.64833,200.018)
(6.26684,8.64797,200.05)
(6.26684,8.64797,200.05)
(6.63343,8.33165,229.172)
(6.65762,8.31054,231.13)
(6.69048,8.28202,233.779)
(6.89412,8.10643,250)
(6.89434,8.10624,250.018)
(6.89476,8.10588,250.05)
(6.89476,8.10588,250.05)
(-30.3935,38.3296,-1.01)
(-30.3935,38.3296,-0.99)
(-30.3935,38.3295,1.11022e-16)
(-30.3935,38.3295,0.018)
(-30.3935,38.3295,0.05)
(-30.3935,38.3295,0.050001)
(-30.3391,38.3299,50)
(-30.3391,38.3298,50.018)
(-30.3391,38.3298,50.05)
(-30.3391,38.3298,50.05)
(-30.3157,38.2825,82.2936)
(-30.2779,38.1417,173.35)
(-30.2771,38.1155,188.001)
(-30.2768,38.1111,190.376)
(-30.2762,38.0924,200)
(-30.2762,38.0924,200.018)
(-30.2762,38.0923,200.05)
(-30.2762,38.0923,200.05)
(-30.2817,38.0059,250)
(-30.2817,38.0059,250.018)
(-30.2817,38.0058,250.05)
(-30.2817,38.0058,250.05)
(-8.71569,16.1577,-1.01)
(-8.71569,16.1577,-0.99)
(-8.71562,16.1578,0)
(-8.71562,16.1578,0.018)
(-8.71562,16.1578,0.05)
(-8.71562,16.1578,0.050001)
(-8.73465,16.1982,39.2459)
(-8.73948,16.2096,50)
(-8.73949,16.2096,50.018)
(-8.73952,16.2097,50.05)
(-8.73952,16.2097,50.05)
(-8.77616,16.2446,96.3124)
(-8.77622,16.2447,96.4317)
(-8.77633,16.2456,97.1303)
(-8.78018,16.2456,100.026)
(-8.7912,16.2359,102.962)
(-8.80335,16.2332,107.972)
(-8.80734,16.2343,109.791)
(-8.80804,16.2343,110.144)
(-8.82194,16.2358,112.767)
(-8.84757,16.2463,116.334)
(-8.85958,16.2551,118.664)
(-8.86711,16.2595,119.87)
(-8.88418,16.2784,123.615)
(-8.8844,16.2786,123.662)
(-8.89865,16.2985,127.247)
(-8.89869,16.2986,127.271)
(-8.90334,16.3111,130.122)
(-8.92435,16.3567,139.883)
(-8.9244,16.3568,139.908)
(-8.92794,16.3692,142.021)
(-8.93046,16.3802,143.733)
(-8.93367,16.3876,144.823)
(-8.93418,16.4031,146.384)
(-8.93508,16.4483,152.268)
(-8.93558,16.461,153.638)
(-9.00479,16.9722,200)
(-9.00481,16.9724,200.018)
(-9.00485,16.9728,200.05)
(-9.00485,16.9728,200.05)
(-9.01243,17.0322,204.683)
(-9.02124,17.1029,210.204)
(-9.09131,17.604,249.232)
(-9.09275,17.614,250)
(-9.09278,17.6142,250.018)
(-9.09283,17.6146,250.05)
(-9.09283,17.6146,250.05)
(-12.0923,21.8467,-1.01)
(-12.0923,21.8467,-0.99)
(-12.0923,21.8467,1.11022e-16)
(-12.0923,21.8467,0.018)
(-12.0923,21.8467,0.05)
(-12.0923,21.8467,0.050001)
(-12.1092,21.8168,29.4982)
(-12.1109,21.8132,32.8972)
(-12.1112,21.8127,33.3805)
(-12.1152,21.8021,44.3367)
(-12.1171,21.7963,50)
(-12.1171,21.7963,50.018)
(-12.1171,21.7962,50.05)
(-12.1171,21.7962,50.05)
(-12.1185,21.7889,53.9037)
(-12.1226,21.7691,64.7886)
(-12.1456,21.7134,96.8567)
(-12.1462,21.7122,97.5688)
(-12.1469,21.7125,98.8241)
(-12.151,21.7182,101.558)
(-12.1517,21.7187,101.846)
(-12.1599,21.7198,103.587)
(-12.1614,21.7196,103.906)
(-12.1656,21.7187,104.883)
(-12.1706,21.7161,106.05)
(-12.1862,21.709,110.503)
(-12.1861,21.7094,110.874)
(-12.1863,21.7183,114.825)
(-12.2006,21.728,119.49)
(-12.2102,21.7341,121.536)
(-12.25,21.7584,129.188)
(-12.25,21.7584,129.19)
(-12.2502,21.7586,129.208)
(-12.2619,21.7699,130.541)
(-12.3437,21.8282,139.417)
(-12.3905,21.8589,143.495)
(-12.4037,21.8732,144.766)
(-12.4337,21.9031,148.295)
(-12.4343,21.9038,148.456)
(-12.4383,21.9085,149.766)
(-12.4295,21.9007,151.327)
(-12.421,21.8937,152.129)
(-12.4193,21.8921,152.309)
(-12.2367,21.7295,171.844)
(-12.1231,21.6293,183.765)
(-12.1198,21.6264,184.114)
(-12.0245,21.5434,194.162)
(-11.9686,21.4949,200)
(-11.9684,21.4948,200.018)
(-11.9681,21.4945,200.05)
(-11.9681,21.4945,200.05)
(-11.8419,21.4064,211.583)
(-11.8389,21.4043,211.86)
(-11.4275,21.1203,250)
(-11.4273,21.1202,250.018)
(-11.4269,21.1199,250.05)
(-11.4269,21.1199,250.05)
(-0.197205,-11.9255,-1.01)
(-0.197206,-11.9255,-0.99)
(-0.19724,-11.9255,0)
(-0.197242,-11.9255,0.018)
(-0.197253,-11.9255,0.05)
(-0.197253,-11.9255,0.050001)
(-0.194653,-11.956,18.7655)
(-0.189388,-12.007,50)
(-0.189374,-12.007,50.018)
(-0.189354,-12.007,50.05)
(-0.189354,-12.007,50.05)
(-0.188529,-12.0077,50.601)
(-0.157488,-12.0347,72.838)
(-0.125091,-12.0606,95.0003)
(-0.12303,-12.0602,96.1759)
(-0.12258,-12.0591,97.3154)
(-0.122584,-12.0604,99.5535)
(-0.127668,-12.0626,101.629)
(-0.129533,-12.0665,103.425)
